Timestamp,S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S3_1,S3_2,S4_1,S4_2,Nivel_agua,Nivel_total
2022-03-31 17:08:31.746620,1524.15559,1524.66649,1530.41091,1538.80396,1552.57204,1553.37211,1531.15014,1539.54086,1544.95585,1550.82157,1545.33145,1559.53984,1080.0,2018.0
2022-03-31 17:08:32.246620,1524.15485,1524.66617,1530.41103,1538.80298,1552.5732,1553.37339,1531.15059,1539.53996,1544.95741,1550.82115,1545.33113,1559.53984,1080.0,2018.0
2022-03-31 17:08:32.746620,1524.15565,1524.66584,1530.4105,1538.80349,1552.57289,1553.3731,1531.14986,1539.53939,1544.95795,1550.82125,1545.33208,1559.53984,1080.0,2018.0
2022-03-31 17:08:33.246620,1524.15552,1524.66571,1530.41097,1538.80415,1552.57224,1553.37376,1531.14992,1539.53962,1544.9563,1550.82088,1545.33111,1559.53984,1080.0,2018.0
2022-03-31 17:08:33.746620,1524.15471,1524.66591,1530.41075,1538.80373,1552.57248,1553.37319,1531.14989,1539.53943,1544.95632,1550.82074,1545.33245,1559.53984,1080.0,2018.0
2022-03-31 17:08:34.246620,1524.15437,1524.66588,1530.41034,1538.80446,1552.57267,1553.37375,1531.14908,1539.53964,1544.95827,1550.82143,1545.33214,1559.53984,1080.0,2018.0
2022-03-31 17:08:34.746620,1524.15482,1524.66521,1530.41011,1538.80386,1552.57198,1553.37356,1531.14962,1539.53864,1544.95556,1550.82233,1545.33162,1559.53984,1080.0,2018.0
2022-03-31 17:08:35.246620,1524.15492,1524.66509,1530.41054,1538.80434,1552.57273,1553.37443,1531.14947,1539.53776,1544.95548,1550.82094,1545.3325,1559.53984,1080.0,2018.0
2022-03-31 17:08:35.746620,1524.15333,1524.66514,1530.41031,1538.8039,1552.5726,1553.37446,1531.1491,1539.53693,1544.95387,1550.82136,1545.33185,1559.53984,1080.0,2018.0
2022-03-31 17:08:36.246620,1524.15394,1524.66511,1530.41085,1538.80352,1552.57226,1553.37354,1531.14863,1539.53803,1544.95428,1550.82167,1545.33157,1559.53984,1080.0,2018.0
2022-03-31 17:08:36.746620,1524.15428,1524.66532,1530.41122,1538.80514,1552.57169,1553.37497,1531.14875,1539.53718,1544.9509,1550.82151,1545.33212,1559.53984,1080.0,2018.0
2022-03-31 17:08:37.246620,1524.15419,1524.66515,1530.4113,1538.80474,1552.57186,1553.37467,1531.14934,1539.53651,1544.95064,1550.82149,1545.33205,1559.53984,1080.0,2018.0
2022-03-31 17:08:37.746620,1524.15452,1524.66441,1530.41094,1538.80434,1552.57166,1553.37456,1531.14815,1539.53744,1544.94941,1550.82165,1545.33271,1559.53984,1080.0,2018.0
2022-03-31 17:08:38.246620,1524.1536,1524.66474,1530.41036,1538.8045,1552.57175,1553.37513,1531.14824,1539.53669,1544.9501,1550.82214,1545.33204,1559.53984,1080.0,2018.0
2022-03-31 17:08:38.746620,1524.15343,1524.66488,1530.41106,1538.80374,1552.572,1553.37432,1531.14822,1539.53693,1544.95022,1550.8215,1545.33336,1559.53984,1080.0,2018.0
2022-03-31 17:08:39.246620,1524.15353,1524.66499,1530.40957,1538.80529,1552.57259,1553.37565,1531.14772,1539.53686,1544.95015,1550.82121,1545.33227,1559.53984,1080.0,2018.0
2022-03-31 17:08:39.746620,1524.15355,1524.66485,1530.4108,1538.80487,1552.57198,1553.37592,1531.14782,1539.53543,1544.95004,1550.82177,1545.33251,1559.53984,1080.0,2018.0
2022-03-31 17:08:40.246620,1524.15313,1524.66499,1530.41092,1538.80466,1552.57235,1553.37569,1531.14738,1539.53729,1544.94925,1550.82147,1545.33343,1559.53984,1080.0,2018.0
2022-03-31 17:08:40.746620,1524.15294,1524.66489,1530.41025,1538.8045,1552.57247,1553.37686,1531.14782,1539.53742,1544.95046,1550.82167,1545.33211,1559.53984,1080.0,2018.0
2022-03-31 17:08:41.246620,1524.15274,1524.66491,1530.41084,1538.80523,1552.57253,1553.37601,1531.1474,1539.53722,1544.95103,1550.82092,1545.3325,1559.53984,1080.0,2018.0
2022-03-31 17:08:41.746620,1524.15272,1524.66477,1530.4102,1538.80493,1552.57286,1553.37577,1531.1471,1539.53719,1544.95216,1550.82167,1545.33317,1559.53984,1080.0,2018.0
2022-03-31 17:08:42.246620,1524.15295,1524.66496,1530.41053,1538.80511,1552.57288,1553.3767,1531.1469,1539.53723,1544.95242,1550.82138,1545.33267,1559.53984,1080.0,2018.0
2022-03-31 17:08:42.746620,1524.15254,1524.66505,1530.41073,1538.80558,1552.57315,1553.37722,1531.14677,1539.53814,1544.9528,1550.82185,1545.33308,1559.53984,1080.0,2018.0
2022-03-31 17:08:43.246620,1524.15225,1524.66441,1530.41076,1538.80489,1552.57225,1553.37681,1531.14596,1539.53706,1544.95342,1550.82203,1545.33318,1559.53984,1080.0,2018.0
2022-03-31 17:08:43.746620,1524.15249,1524.66451,1530.41059,1538.80511,1552.57272,1553.37649,1531.14566,1539.53701,1544.95392,1550.8221,1545.33253,1559.53984,1080.0,2018.0
2022-03-31 17:08:44.246620,1524.15223,1524.66473,1530.41067,1538.8049,1552.57186,1553.37635,1531.14583,1539.53731,1544.95537,1550.82208,1545.33329,1559.53984,1080.0,2018.0
2022-03-31 17:08:44.746620,1524.1523,1524.66421,1530.41067,1538.80518,1552.57173,1553.37733,1531.14546,1539.5371,1544.95575,1550.82159,1545.33342,1559.53984,1080.0,2018.0
2022-03-31 17:08:45.246620,1524.15261,1524.66476,1530.41071,1538.80502,1552.5725,1553.37652,1531.14592,1539.53731,1544.95583,1550.82175,1545.33333,1559.53984,1080.0,2018.0
2022-03-31 17:08:45.746620,1524.15186,1524.66423,1530.41078,1538.80564,1552.57216,1553.37802,1531.14533,1539.53631,1544.95677,1550.82145,1545.33347,1559.53984,1080.0,2018.0
2022-03-31 17:08:46.246620,1524.15176,1524.66522,1530.41115,1538.80545,1552.57225,1553.37734,1531.14498,1539.53631,1544.95742,1550.82134,1545.33326,1559.53984,1080.0,2018.0
2022-03-31 17:08:46.746620,1524.15199,1524.66436,1530.41052,1538.80518,1552.57237,1553.37697,1531.14466,1539.53643,1544.95704,1550.82154,1545.33373,1559.53984,1080.0,2018.0
2022-03-31 17:08:47.246620,1524.15132,1524.66503,1530.41082,1538.80617,1552.57232,1553.37786,1531.14414,1539.53649,1544.95841,1550.82243,1545.33318,1559.53984,1080.0,2018.0
2022-03-31 17:08:47.746620,1524.15121,1524.66455,1530.41111,1538.80628,1552.57315,1553.37774,1531.144,1539.53639,1544.95939,1550.82286,1545.33292,1559.53984,1080.0,2018.0
2022-03-31 17:08:48.246620,1524.15151,1524.66452,1530.41039,1538.80639,1552.57253,1553.37789,1531.14529,1539.53636,1544.95876,1550.82156,1545.33339,1559.53984,1080.0,2018.0
2022-03-31 17:08:48.746620,1524.14988,1524.66386,1530.41008,1538.80664,1552.57286,1553.37799,1531.14422,1539.53589,1544.95794,1550.82239,1545.3323,1559.53984,1080.0,2018.0
2022-03-31 17:08:49.246620,1524.15097,1524.66471,1530.41037,1538.80659,1552.57185,1553.37864,1531.14429,1539.53462,1544.95697,1550.82181,1545.33329,1559.53984,1080.0,2018.0
2022-03-31 17:08:49.746620,1524.15118,1524.66491,1530.41141,1538.80627,1552.57191,1553.37841,1531.14464,1539.5346,1544.9578,1550.82204,1545.3332,1559.53984,1080.0,2018.0
2022-03-31 17:08:50.246620,1524.15108,1524.66543,1530.41043,1538.80621,1552.57293,1553.3794,1531.14437,1539.53482,1544.9564,1550.82164,1545.33278,1559.53984,1080.0,2018.0
2022-03-31 17:08:50.746620,1524.15081,1524.66399,1530.41052,1538.80617,1552.57348,1553.37824,1531.14347,1539.53465,1544.95649,1550.82231,1545.33313,1559.53984,1080.0,2018.0
2022-03-31 17:08:51.246620,1524.15104,1524.6651,1530.41116,1538.80652,1552.57268,1553.37955,1531.14364,1539.53462,1544.95654,1550.82241,1545.33333,1559.53984,1080.0,2018.0
2022-03-31 17:08:51.746620,1524.15071,1524.6648,1530.41203,1538.80721,1552.57273,1553.3791,1531.14317,1539.53364,1544.95633,1550.82194,1545.33273,1559.53984,1080.0,2018.0
2022-03-31 17:08:52.246620,1524.15143,1524.66567,1530.41128,1538.8067,1552.57286,1553.37965,1531.1437,1539.53322,1544.95653,1550.82236,1545.334,1559.53984,1080.0,2018.0
2022-03-31 17:08:52.746620,1524.15038,1524.66452,1530.41095,1538.80684,1552.57193,1553.38007,1531.14196,1539.5328,1544.95755,1550.82191,1545.33401,1559.53984,1080.0,2018.0
2022-03-31 17:08:53.246620,1524.15089,1524.6652,1530.41088,1538.80595,1552.57239,1553.37907,1531.14233,1539.53281,1544.95722,1550.82243,1545.33367,1559.53984,1080.0,2018.0
2022-03-31 17:08:53.746620,1524.14981,1524.66488,1530.41058,1538.80668,1552.57301,1553.37938,1531.14255,1539.53232,1544.95781,1550.82174,1545.33375,1559.53984,1080.0,2018.0
2022-03-31 17:08:54.246620,1524.14996,1524.66543,1530.40969,1538.80616,1552.57142,1553.38007,1531.1422,1539.53344,1544.95831,1550.82157,1545.33398,1559.53984,1080.0,2018.0
2022-03-31 17:08:54.746620,1524.14942,1524.66489,1530.40995,1538.80749,1552.57263,1553.38021,1531.14252,1539.5325,1544.95947,1550.82171,1545.33326,1559.53984,1080.0,2018.0
2022-03-31 17:08:55.246620,1524.14996,1524.66546,1530.4098,1538.80683,1552.5731,1553.37939,1531.14152,1539.5308,1544.96054,1550.8225,1545.33436,1559.53984,1080.0,2018.0
2022-03-31 17:08:55.746620,1524.14904,1524.66447,1530.41092,1538.80744,1552.5725,1553.37956,1531.1422,1539.53185,1544.96125,1550.82163,1545.33402,1559.53984,1080.0,2018.0
2022-03-31 17:08:58.746620,1524.14852,1524.66456,1530.40993,1538.80682,1552.57246,1553.3809,1531.14016,1539.52953,1544.96658,1550.8217,1545.33386,1559.53984,1080.0,2018.0
2022-03-31 17:08:59.246620,1524.14842,1524.66388,1530.40951,1538.80654,1552.57247,1553.38053,1531.13903,1539.52889,1544.96758,1550.82182,1545.33298,1559.53984,1080.0,2018.0
2022-03-31 17:08:59.746620,1524.14899,1524.66442,1530.41092,1538.80765,1552.57409,1553.38064,1531.13867,1539.52814,1544.96914,1550.82143,1545.33547,1559.53984,1080.0,2018.0
2022-03-31 17:09:00.246620,1524.14793,1524.66394,1530.41054,1538.80697,1552.57163,1553.37986,1531.13969,1539.52771,1544.96857,1550.82116,1545.3329,1559.53984,1080.0,2018.0
2022-03-31 17:09:00.746620,1524.14786,1524.66441,1530.41066,1538.80804,1552.57263,1553.3813,1531.13883,1539.52804,1544.96998,1550.82229,1545.33348,1559.53984,1080.0,2018.0
2022-03-31 17:09:01.246620,1524.14904,1524.66429,1530.40916,1538.80835,1552.5726,1553.38098,1531.13872,1539.52646,1544.97024,1550.82197,1545.33345,1559.53984,1080.0,2018.0
2022-03-31 17:09:01.746620,1524.14807,1524.66406,1530.41099,1538.80763,1552.57224,1553.38083,1531.13798,1539.52665,1544.97127,1550.82223,1545.33378,1559.53984,1080.0,2018.0
2022-03-31 17:09:02.246620,1524.14736,1524.66365,1530.4115,1538.80784,1552.57233,1553.38119,1531.13905,1539.52637,1544.97253,1550.82227,1545.33365,1559.53984,1080.0,2018.0
2022-03-31 17:09:02.746620,1524.14693,1524.66272,1530.41095,1538.80722,1552.57277,1553.38175,1531.13857,1539.52595,1544.97249,1550.82309,1545.33365,1559.53984,1080.0,2018.0
2022-03-31 17:09:03.246620,1524.14774,1524.664,1530.41049,1538.80767,1552.57245,1553.38167,1531.13754,1539.52612,1544.97345,1550.82201,1545.33407,1559.53984,1080.0,2018.0
2022-03-31 17:09:03.746620,1524.14704,1524.66361,1530.40979,1538.80751,1552.57237,1553.3818,1531.13885,1539.52482,1544.97441,1550.82223,1545.33369,1559.53984,1080.0,2018.0
2022-03-31 17:09:04.246620,1524.14763,1524.6638,1530.4104,1538.80763,1552.57252,1553.38233,1531.13771,1539.5242,1544.97419,1550.82255,1545.33319,1559.53984,1080.0,2018.0
2022-03-31 17:09:04.746620,1524.14494,1524.66343,1530.41016,1538.80808,1552.57206,1553.38157,1531.1387,1539.52488,1544.97535,1550.8228,1545.33377,1559.53984,1080.0,2018.0
2022-03-31 17:09:05.246620,1524.14624,1524.66284,1530.41027,1538.80833,1552.57237,1553.38187,1531.13746,1539.5239,1544.97517,1550.82246,1545.33394,1559.53984,1080.0,2018.0
2022-03-31 17:09:05.746620,1524.14672,1524.66336,1530.41045,1538.80852,1552.57299,1553.38198,1531.13684,1539.52356,1544.97654,1550.82182,1545.33416,1559.53984,1080.0,2018.0
2022-03-31 17:09:06.246620,1524.14541,1524.66227,1530.41124,1538.80872,1552.57175,1553.38221,1531.13672,1539.52344,1544.97547,1550.82292,1545.33375,1559.53984,1080.0,2018.0
2022-03-31 17:09:06.746620,1524.14608,1524.66452,1530.41091,1538.8079,1552.57269,1553.38304,1531.13689,1539.52261,1544.97628,1550.82175,1545.33377,1559.53984,1080.0,2018.0
2022-03-31 17:09:07.246620,1524.14609,1524.66355,1530.41016,1538.80806,1552.5713,1553.38238,1531.13639,1539.5236,1544.97331,1550.8227,1545.33465,1559.53984,1080.0,2018.0
2022-03-31 17:09:07.746620,1524.14612,1524.66297,1530.40947,1538.80809,1552.57239,1553.38318,1531.13664,1539.52345,1544.97851,1550.82259,1545.33348,1559.53984,1080.0,2018.0
2022-03-31 17:09:08.246620,1524.14613,1524.66303,1530.41004,1538.80854,1552.57224,1553.38273,1531.13526,1539.52296,1544.97718,1550.82268,1545.33381,1559.53984,1080.0,2018.0
2022-03-31 17:09:08.746620,1524.14527,1524.66279,1530.41028,1538.80878,1552.5729,1553.38328,1531.13576,1539.52249,1544.97601,1550.82224,1545.33365,1559.53984,1080.0,2018.0
2022-03-31 17:09:09.246620,1524.14381,1524.66206,1530.40978,1538.80839,1552.57263,1553.38305,1531.13614,1539.52227,1544.97632,1550.82232,1545.33383,1559.53984,1080.0,2018.0
2022-03-31 17:09:09.746620,1524.1461,1524.66351,1530.40984,1538.80892,1552.57265,1553.38338,1531.1358,1539.52311,1544.97625,1550.82218,1545.33382,1559.53984,1080.0,2018.0
2022-03-31 17:09:10.246620,1524.14483,1524.66231,1530.40988,1538.80816,1552.57263,1553.38378,1531.13562,1539.52268,1544.97694,1550.82305,1545.33327,1559.53984,1080.0,2018.0
2022-03-31 17:09:10.746620,1524.14539,1524.6624,1530.40968,1538.80817,1552.57298,1553.38366,1531.13497,1539.52421,1544.97589,1550.82176,1545.33335,1559.53984,1080.0,2018.0
2022-03-31 17:09:11.246620,1524.14575,1524.6622,1530.40924,1538.80788,1552.57246,1553.38386,1531.13473,1539.52207,1544.97428,1550.82212,1545.33339,1559.53984,1080.0,2018.0
2022-03-31 17:09:11.746620,1524.14459,1524.66211,1530.40893,1538.80879,1552.57312,1553.38416,1531.13467,1539.52318,1544.97188,1550.82143,1545.3338,1559.53984,1080.0,2018.0
2022-03-31 17:09:12.246620,1524.14514,1524.66259,1530.40966,1538.80889,1552.57282,1553.38379,1531.13386,1539.52278,1544.97297,1550.82271,1545.33385,1559.53984,1080.0,2018.0
2022-03-31 17:09:12.746620,1524.14436,1524.66167,1530.40922,1538.80831,1552.57222,1553.38407,1531.13383,1539.52192,1544.97155,1550.82259,1545.33349,1559.53984,1080.0,2018.0
2022-03-31 17:09:13.246620,1524.14406,1524.66245,1530.40953,1538.80802,1552.57229,1553.38469,1531.13393,1539.52171,1544.96988,1550.82294,1545.33172,1559.53984,1080.0,2018.0
2022-03-31 17:09:13.746620,1524.14432,1524.66183,1530.40958,1538.8088,1552.57232,1553.38411,1531.134,1539.52163,1544.97171,1550.82215,1545.33146,1559.53984,1080.0,2018.0
2022-03-31 17:09:14.246620,1524.14415,1524.66219,1530.4091,1538.80848,1552.57233,1553.38408,1531.13378,1539.52248,1544.97007,1550.82279,1545.33203,1559.53984,1080.0,2018.0
2022-03-31 17:09:14.746620,1524.14442,1524.66217,1530.40875,1538.80876,1552.5723,1553.38481,1531.13333,1539.52186,1544.97262,1550.82339,1545.33113,1559.53984,1080.0,2018.0
2022-03-31 17:09:15.246620,1524.14379,1524.66205,1530.40993,1538.80884,1552.57288,1553.38389,1531.13376,1539.52157,1544.97304,1550.82272,1545.33094,1559.53984,1080.0,2018.0
2022-03-31 17:09:15.746620,1524.14426,1524.66232,1530.41142,1538.80934,1552.57262,1553.38487,1531.13304,1539.52187,1544.97381,1550.82292,1545.33031,1559.53984,1080.0,2018.0
2022-03-31 17:09:16.246620,1524.14398,1524.66186,1530.41023,1538.80967,1552.57318,1553.3851,1531.13256,1539.52173,1544.97315,1550.82284,1545.33136,1559.53984,1080.0,2018.0
2022-03-31 17:09:16.746620,1524.14394,1524.66231,1530.41007,1538.80955,1552.57171,1553.38487,1531.133,1539.52113,1544.97439,1550.8229,1545.33035,1559.53984,1080.0,2018.0
2022-03-31 17:09:17.246620,1524.14385,1524.66158,1530.41001,1538.809,1552.57244,1553.38447,1531.13352,1539.52094,1544.97301,1550.822,1545.33032,1559.53984,1080.0,2018.0
2022-03-31 17:09:17.746620,1524.14374,1524.66202,1530.4097,1538.80945,1552.57202,1553.38435,1531.13264,1539.52122,1544.97555,1550.82304,1545.33208,1559.53984,1080.0,2018.0
2022-03-31 17:09:18.246620,1524.14362,1524.66223,1530.40893,1538.80877,1552.57177,1553.38511,1531.13191,1539.51954,1544.97645,1550.82237,1545.33084,1559.53984,1080.0,2018.0
2022-03-31 17:09:18.746620,1524.14363,1524.66196,1530.40896,1538.80963,1552.57245,1553.38476,1531.13121,1539.52018,1544.97783,1550.82262,1545.33061,1559.53984,1080.0,2018.0
2022-03-31 17:09:19.246620,1524.14406,1524.66215,1530.40872,1538.81028,1552.57204,1553.3854,1531.13169,1539.52002,1544.97535,1550.82274,1545.33088,1559.53984,1080.0,2018.0
2022-03-31 17:09:19.746620,1524.14401,1524.66072,1530.40823,1538.81005,1552.57262,1553.38553,1531.13175,1539.52058,1544.97528,1550.821,1545.33153,1559.53984,1080.0,2018.0
2022-03-31 17:09:20.246620,1524.14332,1524.66251,1530.40917,1538.80917,1552.57281,1553.38591,1531.13263,1539.51976,1544.97314,1550.82283,1545.33072,1559.53984,1080.0,2018.0
2022-03-31 17:09:20.746620,1524.14305,1524.66218,1530.40967,1538.80968,1552.57261,1553.38659,1531.13051,1539.51968,1544.97633,1550.82321,1545.33105,1559.53984,1080.0,2018.0
2022-03-31 17:09:21.246620,1524.14237,1524.66188,1530.41033,1538.80974,1552.57255,1553.38589,1531.13058,1539.51881,1544.96969,1550.82232,1545.33102,1559.53984,1080.0,2018.0
2022-03-31 17:09:21.746620,1524.14341,1524.66206,1530.41015,1538.80916,1552.57222,1553.38616,1531.13143,1539.51764,1544.96625,1550.82326,1545.33082,1559.53984,1080.0,2018.0
2022-03-31 17:09:22.246620,1524.14174,1524.66144,1530.40859,1538.80966,1552.57192,1553.38618,1531.13093,1539.51739,1544.96123,1550.82298,1545.33174,1559.53984,1080.0,2018.0
2022-03-31 17:09:22.746620,1524.14197,1524.66122,1530.40896,1538.81014,1552.57224,1553.38615,1531.13022,1539.5182,1544.95881,1550.82265,1545.33146,1559.53984,1080.0,2018.0
2022-03-31 17:09:23.246620,1524.14164,1524.66141,1530.4097,1538.81011,1552.57237,1553.38623,1531.13063,1539.51758,1544.95852,1550.82297,1545.33169,1559.53984,1080.0,2018.0
2022-03-31 17:09:23.746620,1524.14159,1524.66172,1530.40906,1538.80999,1552.57134,1553.38637,1531.13002,1539.51704,1544.95724,1550.8238,1545.33068,1559.53984,1080.0,2018.0
2022-03-31 17:09:24.246620,1524.1422,1524.66248,1530.40958,1538.80953,1552.57221,1553.38667,1531.12981,1539.5166,1544.95796,1550.82279,1545.33227,1559.53984,1080.0,2018.0
2022-03-31 17:09:24.746620,1524.1422,1524.6626,1530.40899,1538.80944,1552.57239,1553.38667,1531.13003,1539.51724,1544.95848,1550.82259,1545.33182,1559.53984,1080.0,2018.0
2022-03-31 17:09:25.246620,1524.14199,1524.66233,1530.40893,1538.81024,1552.57254,1553.38676,1531.12934,1539.51693,1544.95949,1550.82272,1545.33187,1559.53984,1080.0,2018.0
2022-03-31 17:09:25.746620,1524.14113,1524.66211,1530.40919,1538.81011,1552.57255,1553.38721,1531.12985,1539.51522,1544.96019,1550.82267,1545.33315,1559.53984,1080.0,2018.0
2022-03-31 17:09:26.246620,1524.14196,1524.66211,1530.41009,1538.81072,1552.57198,1553.3873,1531.1287,1539.51651,1544.96095,1550.82279,1545.33234,1559.53984,1080.0,2018.0
2022-03-31 17:09:26.746620,1524.14195,1524.66176,1530.40951,1538.81035,1552.57191,1553.38759,1531.12906,1539.51652,1544.96231,1550.82204,1545.33237,1559.53984,1080.0,2018.0
2022-03-31 17:09:27.246620,1524.1422,1524.66282,1530.409,1538.80972,1552.57267,1553.38711,1531.12818,1539.51641,1544.96355,1550.82258,1545.33178,1559.53984,1080.0,2018.0
2022-03-31 17:09:27.746620,1524.14029,1524.66266,1530.40954,1538.81037,1552.57198,1553.38762,1531.12777,1539.51626,1544.96458,1550.82237,1545.33249,1559.53984,1080.0,2018.0
2022-03-31 17:09:28.246620,1524.14124,1524.6623,1530.40954,1538.81009,1552.57229,1553.38729,1531.12823,1539.51597,1544.96564,1550.82244,1545.33296,1559.53984,1080.0,2018.0
2022-03-31 17:09:28.746620,1524.14102,1524.6626,1530.4091,1538.81014,1552.57216,1553.38726,1531.12774,1539.5166,1544.9679,1550.82225,1545.33341,1559.53984,1080.0,2018.0
2022-03-31 17:09:29.246620,1524.1424,1524.66251,1530.40888,1538.81024,1552.57267,1553.38771,1531.12695,1539.51694,1544.96864,1550.82254,1545.33177,1559.53984,1080.0,2018.0
2022-03-31 17:09:29.746620,1524.14096,1524.66259,1530.40833,1538.81022,1552.57174,1553.38776,1531.12726,1539.51633,1544.96905,1550.82244,1545.33324,1559.53984,1080.0,2018.0
2022-03-31 17:09:30.246620,1524.14217,1524.66316,1530.4085,1538.81012,1552.57188,1553.38713,1531.12814,1539.51641,1544.97222,1550.82299,1545.3324,1559.53984,1080.0,2018.0
2022-03-31 17:09:30.746620,1524.13975,1524.66212,1530.40849,1538.81069,1552.57245,1553.38795,1531.12681,1539.51706,1544.97604,1550.82274,1545.32984,1559.53984,1080.0,2018.0
2022-03-31 17:09:31.746620,1524.14088,1524.66273,1530.40844,1538.81078,1552.57233,1553.38867,1531.1274,1539.51655,1544.97635,1550.82392,1545.33339,1559.53984,1080.0,2018.0
2022-03-31 17:09:32.746620,1524.13982,1524.66319,1530.40851,1538.81107,1552.57281,1553.38803,1531.12704,1539.51814,1544.97542,1550.82341,1545.33296,1559.53984,1080.0,2018.0
2022-03-31 17:09:36.246620,1524.13816,1524.66108,1530.40876,1538.81136,1552.57217,1553.38896,1531.12457,1539.5164,1544.9623,1550.82315,1545.33356,1559.53984,1080.0,2018.0
2022-03-31 17:09:36.746620,1524.14036,1524.66231,1530.40872,1538.8107,1552.57239,1553.3892,1531.12426,1539.51571,1544.95833,1550.82378,1545.33387,1559.53984,1080.0,2018.0
2022-03-31 17:09:37.246620,1524.14007,1524.66196,1530.40824,1538.81141,1552.57245,1553.38863,1531.12404,1539.51556,1544.95829,1550.8225,1545.33363,1559.53984,1080.0,2018.0
2022-03-31 17:09:37.746620,1524.13961,1524.66201,1530.4067,1538.8116,1552.57294,1553.38865,1531.12451,1539.51578,1544.95684,1550.82227,1545.33461,1559.53984,1080.0,2018.0
2022-03-31 17:09:38.246620,1524.139,1524.66241,1530.408,1538.81153,1552.57238,1553.38945,1531.12413,1539.51508,1544.95744,1550.8231,1545.33311,1559.53984,1080.0,2018.0
2022-03-31 17:09:38.746620,1524.13795,1524.66188,1530.40835,1538.81137,1552.57222,1553.39049,1531.12329,1539.5148,1544.95792,1550.82318,1545.3342,1559.53984,1080.0,2018.0
2022-03-31 17:09:39.246620,1524.13672,1524.66102,1530.40797,1538.81066,1552.57298,1553.38974,1531.12303,1539.51455,1544.95916,1550.82263,1545.33351,1559.53984,1080.0,2018.0
2022-03-31 17:09:39.746620,1524.13825,1524.66178,1530.40756,1538.81127,1552.57225,1553.38926,1531.12296,1539.51331,1544.95913,1550.82238,1545.33467,1559.53984,1080.0,2018.0
2022-03-31 17:09:40.246620,1524.13711,1524.66228,1530.40779,1538.81144,1552.57195,1553.38905,1531.12297,1539.5134,1544.95899,1550.82261,1545.33362,1559.53984,1080.0,2018.0
2022-03-31 17:09:40.746620,1524.13689,1524.66037,1530.40756,1538.81085,1552.57179,1553.39048,1531.12218,1539.51145,1544.96107,1550.82296,1545.33418,1559.53984,1080.0,2018.0
2022-03-31 17:09:41.246620,1524.13746,1524.66068,1530.40842,1538.81117,1552.57217,1553.39021,1531.12205,1539.51247,1544.96096,1550.82278,1545.33456,1559.53984,1080.0,2018.0
2022-03-31 17:09:41.746620,1524.13751,1524.66022,1530.4075,1538.81088,1552.572,1553.38965,1531.12098,1539.51096,1544.96238,1550.82199,1545.33406,1559.53984,1080.0,2018.0
2022-03-31 17:09:42.246620,1524.13764,1524.6603,1530.40755,1538.81025,1552.57244,1553.38985,1531.12032,1539.51056,1544.96349,1550.82241,1545.33541,1559.53984,1080.0,2018.0
2022-03-31 17:09:42.746620,1524.13667,1524.65921,1530.40682,1538.81124,1552.57281,1553.39029,1531.12137,1539.50989,1544.96481,1550.82233,1545.3351,1559.53984,1080.0,2018.0
2022-03-31 17:09:43.246620,1524.13709,1524.66025,1530.40749,1538.811,1552.5729,1553.38982,1531.12053,1539.50896,1544.96536,1550.82272,1545.33578,1559.53984,1080.0,2018.0
2022-03-31 17:09:43.746620,1524.13762,1524.66042,1530.40789,1538.81087,1552.57225,1553.39022,1531.12034,1539.5087,1544.9671,1550.82229,1545.33451,1559.53984,1080.0,2018.0
2022-03-31 17:09:44.246620,1524.13721,1524.66098,1530.40713,1538.81113,1552.5722,1553.39081,1531.11985,1539.5092,1544.96794,1550.82225,1545.33481,1559.53984,1080.0,2018.0
2022-03-31 17:09:44.746620,1524.13715,1524.66085,1530.40713,1538.81108,1552.57246,1553.39047,1531.11937,1539.50838,1544.96857,1550.82265,1545.33511,1559.53984,1080.0,2018.0
2022-03-31 17:09:45.246620,1524.13691,1524.66088,1530.40836,1538.81056,1552.57238,1553.39096,1531.1195,1539.50878,1544.9705,1550.82259,1545.33516,1559.53984,1080.0,2018.0
2022-03-31 17:09:45.746620,1524.13707,1524.66088,1530.40836,1538.81146,1552.57223,1553.3909,1531.11961,1539.50811,1544.96989,1550.8234,1545.33503,1559.53984,1080.0,2018.0
2022-03-31 17:09:46.246620,1524.13695,1524.66039,1530.40785,1538.8115,1552.57228,1553.39108,1531.11897,1539.50701,1544.97035,1550.82299,1545.33488,1559.53984,1080.0,2018.0
2022-03-31 17:09:46.746620,1524.13635,1524.66017,1530.40731,1538.81103,1552.57274,1553.39064,1531.11877,1539.50721,1544.97025,1550.82224,1545.3359,1559.53984,1080.0,2018.0
2022-03-31 17:09:47.246620,1524.13597,1524.66056,1530.40711,1538.81025,1552.57233,1553.39215,1531.11846,1539.50733,1544.97202,1550.82234,1545.33581,1559.53984,1080.0,2018.0
2022-03-31 17:09:47.746620,1524.1364,1524.66057,1530.40724,1538.81107,1552.57247,1553.39131,1531.11905,1539.50689,1544.97238,1550.82233,1545.33535,1559.53984,1080.0,2018.0
2022-03-31 17:09:48.246620,1524.13607,1524.66074,1530.40693,1538.81163,1552.57216,1553.39215,1531.11846,1539.50676,1544.96939,1550.82303,1545.33453,1559.53984,1080.0,2018.0
2022-03-31 17:09:48.746620,1524.13586,1524.66082,1530.408,1538.81161,1552.57215,1553.39129,1531.11773,1539.50707,1544.9664,1550.82299,1545.33597,1559.53984,1080.0,2018.0
