S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S3_1,S3_2,S4_1,S4_2
0.5880813872572617,0.545021438780168,0.37466014138135506,0.2728691129732397,0.010093088280882512,0.05694774708899786,0.4533940152928153,0.37194715067380457,0.5635117725037162,0.6305182341648106,0.4193949882646848,0.9555121820337718
0.799732791493625,0.6502730237843934,0.6219684611214689,0.45195030338072684,0.11221741057670442,0.17069081153567822,0.22829041815589335,0.4553788664291005,0.6856433332709457,0.7190075646381047,0.2876769161471202,0.957189764053453
0.5164639407685172,0.4102319785979489,0.22882001087600656,0.19280554753004253,0.0852456780448847,0.07743430278605956,0.2529195556778632,0.0007802153802458633,0.61741695763385,0.1169131760188975,0.07255636423974465,0.9412471451184103
0.7027583711405896,0.6517022758089297,0.5113648722135622,0.39474140421862103,0.08176765438020084,0.18044631424982072,0.1323701599519609,0.11497910870639316,0.9128218533523977,0.2839985322339089,0.10256987743309764,0.9607639146912419
0.42402649817631755,0.31322607835227245,0.16954866775540722,0.12684195319343416,0.0091383366871014,0.047405645997059764,0.4355152366699713,0.3526676179817514,0.5028847769667664,0.5814609913063578,0.42545221782324916,0.9559698837529709
0.5985470537480069,0.5885586543045065,0.41924959217067226,0.32877780988201266,0.09683909025807225,0.8590939576852179,0.4963193744463297,0.4950774569085752,0.7435069178632148,0.5291153889575071,0.5453758801356798,0.018424467050408566
0.40813315890500235,0.17480851687560062,0.22570237447962427,0.3074833863047388,0.1613189211302597,0.14206450826168293,0.40753637354032435,0.34175486864637605,0.4445730716806793,0.430041210341642,0.3057537753966244,0.9443931868205624
0.6031118657274419,0.5143841389672161,0.3970273699487734,0.27815660213764204,0.013775701571830723,0.05877690384750167,0.4576295346018924,0.3757455676579866,0.5580036223091156,0.6376171389856609,0.41965576918528313,0.9555253343820169
0.6639574693126633,0.5978671162092724,0.4579662860251119,0.37639410574956855,0.7177345108602822,0.34007072739495925,0.4882148711528771,0.5009188062704197,0.5464458427468344,0.5343513605057524,0.36295962637223056,0.00830439268702321
0.5786177526651954,0.5312053358738922,0.3491752764193734,0.2539439468364435,0.010024891738794395,0.05575879519528826,0.4511540771966338,0.36987342032034576,0.5471553671786751,0.6233346505587178,0.4209359664305339,0.9556075365586025
0.7055417930796466,0.5750357313008863,0.5301794453507682,0.4220167581624992,0.10396562894311501,0.21596244131524145,0.15734546972521457,0.41679926906135734,0.686819650092275,0.7030738399002985,0.3621891372895334,0.9659321299373147
0.9952681827035121,0.8117785025833655,0.5454413630604904,0.06365212366381456,0.011934394926356617,0.02082190110377269,0.7263508353951238,0.6430514634168958,0.2166290120803751,0.41124252004010486,0.23381380242290106,0.0011396509761283369
0.6993625963759769,0.7856854912597555,0.4892514047496661,0.23857266685899958,0.07256112115101132,0.08267788549437682,0.040318885732631315,0.4086172735578657,0.1946337546914947,0.10508637236034701,0.21884260686101698,0.9387074266707316
0.5243410248558575,0.42789606772475963,0.31582381729276676,0.23964172204523493,0.13612029870091646,0.11743186391140625,0.6062596088254395,0.3374020881026354,0.24069682767913037,0.19473297956392344,0.2801142694579539,0.9472985405496814
0.6363737578976725,0.46853813171037473,0.42479608482972253,0.292516613695625,0.12609540696303156,0.11950490823801374,0.4892941140537914,0.36632138714071516,0.38499169109536524,0.2663853449248563,0.2771034351958406,0.9411438991846381
0.592033846411141,0.3839190823473473,0.4591988399497495,0.4585379947993715,0.179595594503553,0.22026095969795279,0.5599030717698952,0.3721627365025597,0.5546987321918095,0.677910127582436,0.3330053815698193,0.9499217764087717
0.5270687783558969,0.4183677208920926,0.7379372847572085,0.7902918231729927,0.008319978177496523,0.013017498933550087,0.4772595375545734,0.6243365602767881,0.6473290139479104,0.8331969064015539,0.21670894478552327,0.00019070904966156377
0.39830767946114065,0.07978158097193955,0.22106217147120333,0.20514302224819403,0.10696627680954407,0.10801170660397474,0.09304906482589104,0.20718824749246778,0.5231062232760451,0.433174325391974,0.14617955951734984,0.95335980024214
0.9818242547389673,0.28797595924788766,0.8494834148996233,0.451430222478848,0.1444743751490023,0.14672885799700452,0.7175336245254584,0.7337412354092976,0.34557574173277317,0.42813593767596103,0.24518147981302718,0.9424045517646817
0.7546135218635754,0.6241067174851196,0.5963748413996655,0.45657324472722394,0.15627237699118268,0.22151088348255144,0.12515145035990827,0.4328655463048108,0.6748510932275167,0.7084932821494476,0.3288684478793584,0.9783933222897474
0.5838227516906045,0.545021438780168,0.3800616276967048,0.37775209477058524,0.03358679714892787,0.8617462349857306,0.49072971074247107,0.49061175045403616,0.7265903616707874,0.5268290617586899,0.5508404257841448,0.01872762867763811
0.8476633172813308,0.9933668047060564,0.6736269711809655,0.48355966483723023,0.05295461520108802,0.06551429790943075,0.02999480741618754,0.4340050713999517,0.7002445992116009,0.6942813593764185,0.3113842725399536,0.9491332931309984
0.2982158265367616,0.11316744237228704,0.04756208084108948,0.02276798613183928,0.02110682988404733,0.04624718005015893,0.42011057148965847,0.33267973185206756,0.5816980039953705,0.5418877723832338,0.3866195680518558,0.9560665535126276
