;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;param_n_estimators;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
292;9.36669716835022;0.0331872227337132;0.11076092720031738;0.0002545292700929635;20;log2;4;5;200;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200};0.9998937718985497;0.9998771741469632;0.9999824370443262;0.9999286057736697;0.999961129090808;0.9999286235908633;3.953272404595492e-05;77
289;9.345705127716064;0.03840760054087567;0.11113386154174805;0.0004793854190584039;20;log2;4;2;200;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200};0.9998937718985497;0.9998771741469632;0.9999824370443262;0.9999286057736697;0.999961129090808;0.9999286235908633;3.953272404595492e-05;77
265;9.376905345916748;0.03197787593727388;0.11113123893737793;0.0005550180796853142;20;sqrt;4;5;200;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200};0.9998937718985497;0.9998771741469632;0.9999824370443262;0.9999286057736697;0.999961129090808;0.9999286235908633;3.953272404595492e-05;77
25;9.374392175674439;0.02593162825667594;0.11113219261169434;0.0015359701420037408;;sqrt;4;10;200;{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};0.999890178194483;0.9998792212305211;0.9999827435733458;0.9999269449457651;0.999959977084006;0.9999278130056242;3.957319384025608e-05;81
52;9.343382978439331;0.05812883714301402;0.11080865859985352;0.0005332220813280794;;log2;4;10;200;{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};0.999890178194483;0.9998792212305211;0.9999827435733458;0.9999269449457651;0.999959977084006;0.9999278130056242;3.957319384025608e-05;81
295;9.335438680648803;0.04618795344452236;0.11090998649597168;0.000681080743245332;20;log2;4;10;200;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};0.9998900217762056;0.9998792212305211;0.9999827435733458;0.9999269227303956;0.999959977084006;0.9999277772788948;3.960307827681736e-05;83
268;9.35304298400879;0.034523600134499365;0.11127052307128907;0.0002627413242256399;20;sqrt;4;10;200;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};0.9998900217762056;0.9998792212305211;0.9999827435733458;0.9999269227303956;0.999959977084006;0.9999277772788948;3.960307827681736e-05;83
48;4.700259447097778;0.02851968442405982;0.05729465484619141;0.0005344032420908621;;log2;4;5;100;{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100};0.9998854451014714;0.9998996642175233;0.9999802848257662;0.9999181235066914;0.9999550261372449;0.9999277087577395;3.514277185120343e-05;85
45;4.693829727172852;0.031410184845850876;0.057832527160644534;0.0008133418186679396;;log2;4;2;100;{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100};0.9998854451014714;0.9998996642175233;0.9999802848257662;0.9999181235066914;0.9999550261372449;0.9999277087577395;3.514277185120343e-05;85
21;4.712321090698242;0.02306998101952533;0.05842752456665039;0.000937926016461573;;sqrt;4;5;100;{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100};0.9998854451014714;0.9998996642175233;0.9999802848257662;0.9999181235066914;0.9999550261372449;0.9999277087577395;3.514277185120343e-05;85
18;4.706813192367553;0.023176296763341535;0.0575286865234375;0.0005139188521470011;;sqrt;4;2;100;{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100};0.9998854451014714;0.9998996642175233;0.9999802848257662;0.9999181235066914;0.9999550261372449;0.9999277087577395;3.514277185120343e-05;85
261;4.698488664627075;0.03305301686724968;0.0576385498046875;0.0003120231447698459;20;sqrt;4;2;100;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100};0.9998853199960024;0.9998996642175233;0.9999802848257662;0.9999181806725611;0.9999550261372449;0.9999276951698196;3.5169785309943825e-05;89
264;4.688490724563598;0.018490193688026374;0.05736112594604492;0.00048209161117549967;20;sqrt;4;5;100;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100};0.9998853199960024;0.9998996642175233;0.9999802848257662;0.9999181806725611;0.9999550261372449;0.9999276951698196;3.5169785309943825e-05;89
288;4.693510818481445;0.019116305148218087;0.05745687484741211;0.0007314634229710404;20;log2;4;2;100;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100};0.9998853199960024;0.9998996642175233;0.9999802848257662;0.9999181806725611;0.9999550261372449;0.9999276951698196;3.5169785309943825e-05;89
291;4.697632503509522;0.02615215992506762;0.05716009140014648;0.00038447254395495396;20;log2;4;5;100;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100};0.9998853199960024;0.9998996642175233;0.9999802848257662;0.9999181806725611;0.9999550261372449;0.9999276951698196;3.5169785309943825e-05;89
20;23.44020390510559;0.10270661623131802;0.2761557579040527;0.0070784352634631785;;sqrt;4;2;500;{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500};0.9999070329720819;0.9998800978612803;0.9999847270919091;0.9998972472495222;0.9999660772919869;0.999927036493356;4.084890258463794e-05;93
50;23.288959407806395;0.06438357514528095;0.2704921245574951;0.0008749273387422906;;log2;4;5;500;{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500};0.9999070329720819;0.9998800978612803;0.9999847270919091;0.9998972472495222;0.9999660772919869;0.999927036493356;4.084890258463794e-05;93
47;23.395737743377687;0.014087723945253594;0.2754361629486084;0.005717068255542015;;log2;4;2;500;{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500};0.9999070329720819;0.9998800978612803;0.9999847270919091;0.9998972472495222;0.9999660772919869;0.999927036493356;4.084890258463794e-05;93
23;23.50270938873291;0.1126650003071598;0.2884678840637207;0.02604752864273358;;sqrt;4;5;500;{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500};0.9999070329720819;0.9998800978612803;0.9999847270919091;0.9998972472495222;0.9999660772919869;0.999927036493356;4.084890258463794e-05;93
263;23.327287435531616;0.05368443758690919;0.27091965675354;0.0013274231624320423;20;sqrt;4;2;500;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500};0.9999069720046114;0.9998800932291324;0.9999847203746782;0.9998972614085488;0.9999660772919869;0.9999270248617915;4.08519837596483e-05;97
266;23.370557355880738;0.06287741855853463;0.2718083381652832;0.0034819648023609994;20;sqrt;4;5;500;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500};0.9999069720046114;0.9998800932291324;0.9999847203746782;0.9998972614085488;0.9999660772919869;0.9999270248617915;4.08519837596483e-05;97
290;23.35759119987488;0.03131669029792336;0.27662124633789065;0.007398019044541407;20;log2;4;2;500;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500};0.9999069720046114;0.9998800932291324;0.9999847203746782;0.9998972614085488;0.9999660772919869;0.9999270248617915;4.08519837596483e-05;97
293;23.452218580245972;0.07242760346160476;0.2743080615997314;0.003428528495851615;20;log2;4;5;500;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500};0.9999069720046114;0.9998800932291324;0.9999847203746782;0.9998972614085488;0.9999660772919869;0.9999270248617915;4.08519837596483e-05;97
51;4.687120628356934;0.023368361030155195;0.05719594955444336;0.00014116251666732046;;log2;4;10;100;{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100};0.999880935830685;0.9999023455353077;0.999980418479485;0.9999148698330359;0.9999536624476939;0.9999264464252414;3.5888101418095675e-05;101
24;4.7053704261779785;0.03176840469068221;0.05762181282043457;0.0006027801967101582;;sqrt;4;10;100;{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100};0.999880935830685;0.9999023455353077;0.999980418479485;0.9999148698330359;0.9999536624476939;0.9999264464252414;3.5888101418095675e-05;101
294;4.681129026412964;0.024358896261565774;0.056894445419311525;0.0001820534420617992;20;log2;4;10;100;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100};0.9998808168353465;0.9999023455353077;0.999980418479485;0.999914821546825;0.9999536624476939;0.9999264129689316;3.592141168875639e-05;103
267;4.697303199768067;0.026759977379751148;0.057871246337890626;0.001173454632306068;20;sqrt;4;10;100;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100};0.9998808168353465;0.9999023455353077;0.999980418479485;0.999914821546825;0.9999536624476939;0.9999264129689316;3.592141168875639e-05;103
53;23.32356925010681;0.09334733243515407;0.27320232391357424;0.0022266656296593005;;log2;4;10;500;{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500};0.9999048890621827;0.9998812699703072;0.999984411965957;0.9998961076490578;0.9999649331503366;0.9999263223595684;4.06625829979726e-05;105
26;23.616948509216307;0.1600835704859454;0.2776514530181885;0.007563964953910472;;sqrt;4;10;500;{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500};0.9999048890621827;0.9998812699703072;0.999984411965957;0.9998961076490578;0.9999649331503366;0.9999263223595684;4.06625829979726e-05;105
269;23.313637065887452;0.0731482044564248;0.2716585636138916;0.0033613359799927003;20;sqrt;4;10;500;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500};0.9999048291188881;0.9998812655150661;0.9999844040501729;0.9998960961391559;0.9999649331503366;0.9999263055947238;4.066934367258868e-05;107
296;23.41970376968384;0.07193553229956669;0.2805934906005859;0.006995412329284837;20;log2;4;10;500;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500};0.9999048291188881;0.9998812655150661;0.9999844040501729;0.9998960961391559;0.9999649331503366;0.9999263055947238;4.066934367258868e-05;107
55;32.23541150093079;0.23930825742236916;0.10582714080810547;0.0006553732265869674;;;1;2;200;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200};0.9999435126857589;0.9999774774918347;0.9999805674823936;0.999715033522986;0.9999884365614908;0.9999210055488927;0.00010412943137083229;109
298;32.51043787002563;0.2761797125940052;0.10674099922180176;0.001044410772734564;20;;1;2;200;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200};0.9999435126857589;0.9999774774918347;0.9999805674823936;0.999715033522986;0.9999884365614908;0.9999210055488927;0.00010412943137083229;109
301;32.08209171295166;0.24511816416493473;0.10553140640258789;0.000525145968847219;20;;1;5;200;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200};0.9999434509616614;0.9999776364965206;0.9999805657191067;0.9997147462552554;0.9999884147261253;0.9999209628317338;0.00010425464874304677;111
58;32.19967603683472;0.3031952499346014;0.10512852668762207;0.0008514924539802654;;;1;5;200;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200};0.9999434509616614;0.9999776364965206;0.9999805657191067;0.9997147462552554;0.9999884147261253;0.9999209628317338;0.00010425464874304677;111
304;32.10064258575439;0.22798310167458005;0.10553302764892578;0.00047777828325706043;20;;1;10;200;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200};0.9999434193584101;0.9999776364965206;0.9999804925452865;0.9997147286463794;0.9999884139486838;0.999920938199056;0.00010425178753300131;113
61;32.36422839164734;0.3122077906520746;0.10650062561035156;0.0007092840770831594;;;1;10;200;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200};0.9999434193584101;0.9999776364965206;0.9999804925452865;0.9997147286463794;0.9999884139486838;0.999920938199056;0.00010425178753300131;113
54;16.114023447036743;0.13314873767286833;0.05486588478088379;0.000542447914047279;;;1;2;100;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.9999391483176681;0.9999778449209923;0.9999825963545904;0.9997214988071284;0.9999822728459159;0.999920672249259;0.00010090527030510504;115
297;16.430842638015747;0.11727829336779218;0.055409908294677734;0.00035720908758838917;20;;1;2;100;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.9999391483176681;0.9999778449209923;0.9999825963545904;0.9997214988071284;0.9999822728459159;0.999920672249259;0.00010090527030510504;115
303;16.025685787200928;0.13618432346295362;0.0544586181640625;0.0003902626522335072;20;;1;10;100;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.999938564313569;0.9999781416072047;0.9999824470311299;0.9997207043687222;0.9999830808358988;0.9999205876313051;0.00010131231502136057;117
60;16.192779445648192;0.32009481924214445;0.05485701560974121;0.0009709203491424427;;;1;10;100;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.999938564313569;0.9999781416072047;0.9999824470311299;0.9997207043687222;0.9999830808358988;0.9999205876313051;0.00010131231502136057;117
300;16.04635343551636;0.16315442892495022;0.0547330379486084;0.0004389522899388925;20;;1;5;100;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.999938564313569;0.9999781416072047;0.9999825963545904;0.9997208967260851;0.9999822736260593;0.9999204945255016;0.00010115560216169944;119
57;16.109626293182373;0.17681365674087815;0.055365133285522464;0.001445120382946465;;;1;5;100;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.999938564313569;0.9999781416072047;0.9999825963545904;0.9997208967260851;0.9999822736260593;0.9999204945255016;0.00010115560216169944;119
56;80.51570029258728;0.579819367896537;0.2630068302154541;0.006413200516051571;;;1;2;500;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500};0.9999449972683562;0.9999811710910719;0.9999792588305947;0.999661024249261;0.9999891058776939;0.9999111114633955;0.0001259582519722202;121
299;80.26263971328736;0.7028577709407566;0.2575994968414307;0.0010664086843720883;20;;1;2;500;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500};0.9999449972683562;0.9999811710910719;0.9999792588305947;0.999661024249261;0.9999891058776939;0.9999111114633955;0.0001259582519722202;121
302;80.22083144187927;0.5264191363789542;0.25837244987487795;0.0017380954704141192;20;;1;5;500;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500};0.9999449071126211;0.9999812463656254;0.999979254985651;0.9996607094281129;0.9999890842626097;0.999911040430924;0.00012608370355097446;123
59;80.7168300151825;0.719262269400687;0.2594667911529541;0.0024744833898595084;;;1;5;500;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500};0.9999449071126211;0.9999812463656254;0.999979254985651;0.9996607094281129;0.9999890842626097;0.999911040430924;0.00012608370355097446;123
305;80.06562595367431;0.5496652990655901;0.25731501579284666;0.0007982798299156544;20;;1;10;500;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500};0.9999449055427576;0.9999812461339295;0.9999792069195396;0.9996606947277794;0.999988996923662;0.9999110100495336;0.00012607342141149726;125
62;80.38385157585144;0.5468258147336078;0.2576462268829346;0.0014758082360532855;;;1;10;500;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500};0.9999449055427576;0.9999812461339295;0.9999792069195396;0.9996606947277794;0.999988996923662;0.9999110100495336;0.00012607342141149726;125
312;16.20231122970581;0.19102921266277811;0.05587053298950195;0.0010007612061966114;20;;2;10;100;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100};0.9999106297539306;0.9999664985560622;0.9999805247435377;0.9996678037470186;0.9999685095617746;0.9998987932724649;0.00011800056181666652;127
69;16.091910743713377;0.14167290039511643;0.05447568893432617;0.0007442308961270899;;;2;10;100;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100};0.9999106297539306;0.9999664985560622;0.9999805247435377;0.9996678037470186;0.9999685095617746;0.9998987932724649;0.00011800056181666652;127
309;16.006863594055176;0.15752065347674254;0.053931903839111325;0.00026425166640274176;20;;2;5;100;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100};0.9999106297539306;0.9999664985560622;0.9999805148099716;0.999668161987937;0.999967925603969;0.9998987461423742;0.00011779013113917428;129
66;16.05467824935913;0.16566719175762704;0.054150056838989255;0.0004841155889156233;;;2;5;100;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100};0.9999106297539306;0.9999664985560622;0.9999805148099716;0.999668161987937;0.999967925603969;0.9998987461423742;0.00011779013113917428;129
63;16.072802829742432;0.12432548046150019;0.05470128059387207;0.00026485118880465076;;;2;2;100;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100};0.9999106310150536;0.9999664985560622;0.9999805148099716;0.999668161987937;0.9999679229042201;0.9998987458546489;0.00011778983947389474;131
306;16.02841534614563;0.14790441422377523;0.05522985458374023;0.0010504956617272394;20;;2;2;100;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100};0.9999106310150536;0.9999664985560622;0.9999805148099716;0.999668161987937;0.9999679229042201;0.9998987458546489;0.00011778983947389474;131
64;32.21599926948547;0.3098598169284446;0.10542640686035157;0.0005466445167808209;;;2;2;200;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200};0.9999094954449034;0.9999655561318299;0.9999783578280806;0.9996584330020992;0.9999756059923428;0.9998974896798511;0.00012212050698602364;133
307;32.079611206054686;0.2340495291594883;0.1051180362701416;0.0004907366781535552;20;;2;2;200;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200};0.9999094954449034;0.9999655561318299;0.9999783578280806;0.9996584330020992;0.9999756059923428;0.9998974896798511;0.00012212050698602364;133
67;32.15802526473999;0.2661152342416522;0.10569295883178711;0.0009297487098929644;;;2;5;200;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200};0.9999094951162003;0.9999655561318299;0.9999783578280806;0.9996583714733422;0.9999756017891498;0.9998974764677205;0.00012214405201670299;135
310;32.10722231864929;0.3357087889677919;0.10561213493347169;0.0010108218256701933;20;;2;5;200;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200};0.9999094951162003;0.9999655561318299;0.9999783578280806;0.9996583714733422;0.9999756017891498;0.9998974764677205;0.00012214405201670299;135
313;32.08753337860107;0.2873579964452208;0.10641751289367676;0.0012235896954504387;20;;2;10;200;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200};0.9999094561990282;0.9999655561318299;0.9999783680516089;0.9996582473964897;0.9999756050276178;0.9998974465613149;0.00012219363231613772;137
70;32.41909327507019;0.2179734107733971;0.10666489601135254;0.0008990048195602654;;;2;10;200;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200};0.9999094561990282;0.9999655561318299;0.9999783680516089;0.9996582473964897;0.9999756050276178;0.9998974465613149;0.00012219363231613772;137
217;32.03688473701477;0.20253278369255648;0.10567364692687989;0.0007244061802074769;10;;1;2;200;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200};0.9999192347549851;0.9999738017717181;0.9999720309908702;0.999647474586703;0.999948647137955;0.9998922378484462;0.00012396734599250347;139
220;32.09718794822693;0.23698156445743154;0.10661683082580567;0.0007710701396557891;10;;1;5;200;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200};0.9999190782749102;0.9999738060526467;0.9999720294285358;0.9996473677451261;0.9999486288562768;0.9998921820714992;0.00012400143095245487;140
223;31.823719120025636;0.17698304250236946;0.10648179054260254;0.003966857882562747;10;;1;10;200;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200};0.9999190782749102;0.9999738060526467;0.9999720576136607;0.9996473018136233;0.9999486288463985;0.9998921745202478;0.00012403109376337747;141
216;15.980893516540528;0.08261105354936693;0.05431299209594727;0.0002777605875211359;10;;1;2;100;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.9999037044215702;0.9999745740687911;0.9999750977008498;0.9996305408942378;0.9999454653604863;0.9998858764891869;0.00013030166540921675;142
222;15.914114379882813;0.0939440941611029;0.05465860366821289;0.0006888543866228267;10;;1;10;100;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.9999033785449163;0.9999745759324515;0.999975146584045;0.9996304903776134;0.9999454553053816;0.9998858093488815;0.00013031864165257136;143
219;15.873731231689453;0.05727357834089107;0.05462789535522461;0.0019531198951814668;10;;1;5;100;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.9999033785449163;0.9999745759324515;0.9999750977008498;0.9996304903776134;0.9999454553251452;0.9998857995761952;0.0001303119425851182;144
218;79.81950297355652;0.5404055628231523;0.25609378814697265;0.0012857636061978425;10;;1;2;500;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500};0.9999170990534406;0.9999769625475169;0.9999713860991262;0.9996083645276146;0.9999496525002094;0.9998846929455816;0.00013975455373830327;145
221;79.77522888183594;0.3190784534392058;0.2566827297210693;0.0021670422230490247;10;;1;5;500;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500};0.9999168612899894;0.9999769606991855;0.999971384213045;0.9996081894409724;0.999949653860838;0.9998846099008061;0.00013981243913286138;146
224;79.45838990211487;0.3617846140826427;0.25905489921569824;0.006344074424129935;10;;1;10;500;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500};0.9999168664420126;0.9999769606972344;0.9999714154040523;0.9996081047183919;0.9999496503503649;0.9998845995224113;0.00013984972283672352;147
65;80.21354079246521;0.6144369994588469;0.2591557025909424;0.0023189490161824766;;;2;2;500;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500};0.9999098418999606;0.9999690461809198;0.9999774137567992;0.9995761518153035;0.9999769022560119;0.9998818711817989;0.0001549228590623906;148
308;80.57000942230225;0.767312444059353;0.25809383392333984;0.0009577022605685815;20;;2;2;500;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500};0.9999098418999606;0.9999690461809198;0.9999774137567992;0.9995761518153035;0.9999769022560119;0.9998818711817989;0.0001549228590623906;148
311;80.50730109214783;0.5370674141900735;0.2584989547729492;0.0016275899799232797;20;;2;5;500;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500};0.9999098224381121;0.9999690440880897;0.9999774264234823;0.9995760727323989;0.9999768978968874;0.999881852715794;0.00015495416036030377;150
68;80.70112533569336;0.45737968731881606;0.25791072845458984;0.0009050908514786064;;;2;5;500;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500};0.9999098224381121;0.9999690440880897;0.9999774264234823;0.9995760727323989;0.9999768978968874;0.999881852715794;0.00015495416036030377;150
71;81.1995849609375;0.4114833027010469;0.25896291732788085;0.0019423153621535847;;;2;10;500;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500};0.9999098183497697;0.9999690443066319;0.9999773768038875;0.9995759610874665;0.9999768664961356;0.9998818134087782;0.0001549881289731948;152
314;80.10866012573243;0.5522827058614099;0.25783767700195315;0.0020387441875147137;20;;2;10;500;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500};0.9999098183497697;0.9999690443066319;0.9999773768038875;0.9995759610874665;0.9999768664961356;0.9998818134087782;0.0001549881289731948;152
232;32.05056619644165;0.1563313126640561;0.10594696998596191;0.000495442582200503;10;;2;10;200;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200};0.9998846668177441;0.9999620008199225;0.999970922355955;0.9995906229015494;0.9999360906164919;0.9998688607023325;0.00014232191052098459;154
229;31.746212434768676;0.14443182420320563;0.10443196296691895;0.0005718533232476041;10;;2;5;200;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200};0.9998846668177441;0.9999620008199225;0.9999707467224793;0.9995907808335553;0.9999360906231738;0.9998688571633749;0.000142234982689395;155
226;31.73124670982361;0.1729905792407909;0.10446977615356445;0.0007102190541548706;10;;2;2;200;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200};0.999884666811798;0.9999620008199225;0.9999707467224793;0.9995907614709538;0.9999360907562533;0.9998688533162813;0.0001422425661138804;156
231;15.870358324050903;0.07373339743359152;0.05387587547302246;0.00032631581587176905;10;;2;10;100;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100};0.9998740526939112;0.9999634922994431;0.9999739615182028;0.9995785438334471;0.9999313551570832;0.9998642811004176;0.00014704615255787387;157
225;15.89747176170349;0.09539484212726915;0.05451216697692871;0.0010413927427478534;10;;2;2;100;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100};0.9998740526939112;0.9999634922994431;0.999973623180803;0.9995786401843116;0.9999313552277053;0.9998642327172348;0.0001469582909502429;158
