;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;param_n_estimators;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
228;15.860960149765015;0.09659629437824235;0.05386848449707031;0.0003220006657179024;10;;2;5;100;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100};0.9998740526939112;0.9999634922994431;0.999973623180803;0.9995786401843116;0.9999313552277053;0.9998642327172348;0.0001469582909502429;158
227;79.54231405258179;0.6151727942268794;0.25546441078186033;0.0011333052107800373;10;;2;2;500;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500};0.9998812605138828;0.9999650183902704;0.9999700342398443;0.9995237003967027;0.9999375454976778;0.9998555118076757;0.00016887771535640045;160
230;79.6100501537323;0.2500981137822519;0.25540785789489745;0.0011262542140135598;10;;2;5;500;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500};0.9998812411823312;0.9999650154162563;0.9999699898015239;0.9995236694764875;0.9999375454034919;0.9998554922560181;0.00016888285513185235;161
233;79.644704580307;0.4137268847873817;0.25568881034851076;0.0006224241400782237;10;;2;10;500;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500};0.9998812411105878;0.9999650154748381;0.9999700704658961;0.9995234403875946;0.9999375416606463;0.9998554618199126;0.00016898345992600962;162
75;16.224001026153566;0.197399886115262;0.06117215156555176;0.01126342835618799;;;4;5;100;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100};0.9996919892767255;0.9999368760845349;0.9999744527114103;0.999408894452064;0.9998864163541658;0.9997797257757801;0.00020938540657517284;163
315;16.043014526367188;0.1315272481307394;0.05476765632629395;0.0008743597777373134;20;;4;2;100;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100};0.9996919892767255;0.9999368760845349;0.9999744527114103;0.999408894452064;0.9998864163541658;0.9997797257757801;0.00020938540657517284;163
318;16.045505857467653;0.1575597717475749;0.054487180709838864;0.0003592055299110589;20;;4;5;100;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100};0.9996919892767255;0.9999368760845349;0.9999744527114103;0.999408894452064;0.9998864163541658;0.9997797257757801;0.00020938540657517284;163
72;16.06630849838257;0.12846739311921349;0.054684019088745116;0.0003886879414986665;;;4;2;100;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100};0.9996919892767255;0.9999368760845349;0.9999744527114103;0.999408894452064;0.9998864163541658;0.9997797257757801;0.00020938540657517284;163
78;16.137883806228636;0.21172954366758756;0.05519990921020508;0.0004464763433299643;;;4;10;100;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100};0.9996919892767255;0.9999368760845349;0.9999743759542312;0.9994085655442883;0.9998864163698353;0.999779644645923;0.00020948764744957663;167
321;16.094073963165282;0.19556581793219452;0.05494656562805176;0.0006149059411352621;20;;4;10;100;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100};0.9996919892767255;0.9999368760845349;0.9999743759542312;0.9994085655442883;0.9998864163698353;0.999779644645923;0.00020948764744957663;167
76;32.313104963302614;0.35301865757760187;0.10660600662231445;0.0003160120043779067;;;4;5;200;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200};0.9997027124190943;0.9999390014800461;0.9999714909290693;0.9993701238863097;0.9998887116321936;0.9997744080693426;0.00022252366878181497;169
319;32.22276339530945;0.24978791891104096;0.10764112472534179;0.003727757969010762;20;;4;5;200;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200};0.9997027124190943;0.9999390014800461;0.9999714909290693;0.9993701238863097;0.9998887116321936;0.9997744080693426;0.00022252366878181497;169
316;32.06318912506104;0.3018722395638316;0.1061772346496582;0.0010095184399028143;20;;4;2;200;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200};0.9997027124190943;0.9999390014800461;0.9999714909290693;0.9993701238863097;0.9998887116321936;0.9997744080693426;0.00022252366878181497;169
73;32.36421017646789;0.2504909957396598;0.10733981132507324;0.0005520763782413604;;;4;2;200;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200};0.9997027124190943;0.9999390014800461;0.9999714909290693;0.9993701238863097;0.9998887116321936;0.9997744080693426;0.00022252366878181497;169
322;31.99636106491089;0.17976438855083723;0.10362477302551269;0.003349251788132246;20;;4;10;200;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};0.9997027124190943;0.9999390014800461;0.9999714092975227;0.9993701312557728;0.9998887117018752;0.9997743932308621;0.00022250654027035986;173
79;32.210436058044436;0.26301112466318527;0.10679826736450196;0.0005566705021701084;;;4;10;200;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};0.9997027124190943;0.9999390014800461;0.9999714092975227;0.9993701312557728;0.9998887117018752;0.9997743932308621;0.00022250654027035986;173
320;78.6331398010254;1.3574002137203245;0.2413266658782959;0.008797001273125443;20;;4;5;500;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500};0.9997195171096663;0.9999427756742845;0.9999707645783232;0.9992860221516177;0.9998894265637092;0.9997617012155201;0.0002533216471110058;175
74;80.77040071487427;0.7291608135269433;0.2600415706634521;0.003892134957064384;;;4;2;500;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500};0.9997195171096663;0.9999427756742845;0.9999707645783232;0.9992860221516177;0.9998894265637092;0.9997617012155201;0.0002533216471110058;175
317;80.12247200012207;0.682722580148491;0.2577929973602295;0.0010052644666941498;20;;4;2;500;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500};0.9997195171096663;0.9999427756742845;0.9999707645783232;0.9992860221516177;0.9998894265637092;0.9997617012155201;0.0002533216471110058;175
77;80.47207617759705;0.669170294522633;0.2590221405029297;0.0010849404260387966;;;4;5;500;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500};0.9997195171096663;0.9999427756742845;0.9999707645783232;0.9992860221516177;0.9998894265637092;0.9997617012155201;0.0002533216471110058;175
323;72.00178117752075;0.886977117429792;0.2345414638519287;0.001373422846493182;20;;4;10;500;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500};0.9997195111214575;0.9999427764679473;0.9999707298085132;0.99928603473173;0.9998894285672563;0.9997616961393808;0.00025331169883016966;179
80;80.59271221160888;0.400321114077999;0.25887203216552734;0.0011350543313154138;;;4;10;500;{'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500};0.9997195111214575;0.9999427764679473;0.9999707298085132;0.99928603473173;0.9998894285672563;0.9997616961393808;0.00025331169883016966;179
240;15.869310569763183;0.07919042432582934;0.05371837615966797;0.0003147244956889693;10;;4;10;100;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100};0.9996485908038102;0.9999344247138279;0.9999678480143345;0.999309822552623;0.9998499839978947;0.9997421340164981;0.00024298052350914452;181
234;16.02937870025635;0.36178627397822233;0.05435194969177246;0.0006480863362089388;10;;4;2;100;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100};0.9996485908038102;0.9999344247138279;0.999967743382552;0.999309822552623;0.999849984027032;0.999742113095969;0.0002429610896223596;182
237;15.853466510772705;0.08326885534546526;0.05371556282043457;0.00031062523030993467;10;;4;5;100;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100};0.9996485908038102;0.9999344247138279;0.999967743382552;0.999309822552623;0.999849984027032;0.999742113095969;0.0002429610896223596;182
241;31.73211450576782;0.1278809583662836;0.10443167686462403;0.00036967399691342057;10;;4;10;200;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};0.9996690141862029;0.9999361344405001;0.9999636661414036;0.9992919416453411;0.999849587708486;0.9997420688243868;0.0002474989301715362;184
238;31.648749160766602;0.1338808326582065;0.10451779365539551;0.0005242459400257996;10;;4;5;200;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200};0.9996690141862029;0.9999361344405001;0.9999636178479698;0.999291941452069;0.9998495877248867;0.9997420591303257;0.00024749035462933713;185
235;31.66680474281311;0.13361555030070305;0.10455136299133301;0.0007910357007255862;10;;4;2;200;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200};0.9996690141862029;0.9999361344405001;0.9999636178479698;0.999291941452069;0.9998495877248867;0.9997420591303257;0.00024749035462933713;185
236;79.27772393226624;0.42431170388823897;0.25548357963562013;0.0010006747571294238;10;;4;2;500;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500};0.9996877143151349;0.9999389783270822;0.999962996147538;0.999233842148083;0.999850213107318;0.9997347488090312;0.00026842439321196485;187
239;79.258380651474;0.3626540599874885;0.2556779384613037;0.0018648238029194313;10;;4;5;500;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500};0.9996877143151349;0.9999389783270822;0.999962996147538;0.999233842148083;0.999850213107318;0.9997347488090312;0.00026842439321196485;187
242;79.98851265907288;0.4494978303976995;0.26127033233642577;0.004260432184879742;10;;4;10;500;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500};0.9996877143151349;0.9999389782102291;0.9999629390161061;0.9992338422231797;0.9998502161673196;0.9997347379863939;0.00026841489546168096;189
191;22.324513244628907;0.013646528069434987;0.25784878730773925;0.0015214035400715126;10;log2;1;2;500;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500};0.9996302065460403;0.9996392606710754;0.9997194658916346;0.999658585358631;0.9997161325235051;0.9996727301981773;3.793819607751925e-05;190
164;22.25523762702942;0.09705351185218913;0.27347421646118164;0.030334752671987066;10;sqrt;1;2;500;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500};0.9996302065460403;0.9996392606710754;0.9997194658916346;0.999658585358631;0.9997161325235051;0.9996727301981773;3.793819607751925e-05;190
170;22.48215169906616;0.07105519614239972;0.25963778495788575;0.001824596929666038;10;sqrt;1;10;500;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500};0.9996360084610352;0.9996348757406907;0.9997200118120835;0.9996695380136418;0.9996847515871365;0.9996690371229174;3.194841703171772e-05;192
197;22.338858556747436;0.05230828785260944;0.264634370803833;0.010609460777955848;10;log2;1;10;500;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500};0.9996360084610352;0.9996348757406907;0.9997200118120835;0.9996695380136418;0.9996847515871365;0.9996690371229174;3.194841703171772e-05;192
194;22.34903483390808;0.06505147364922524;0.2576595306396484;0.0015239997602748809;10;log2;1;5;500;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500};0.9996044417628206;0.999635365417874;0.9997058923871966;0.9996728359404147;0.9997176880437194;0.999667244710405;4.249690381156584e-05;194
167;22.463909673690797;0.07364249000612484;0.25955934524536134;0.002010381082340412;10;sqrt;1;5;500;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500};0.9996044417628206;0.999635365417874;0.9997058923871966;0.9996728359404147;0.9997176880437194;0.999667244710405;4.249690381156584e-05;194
200;22.34666085243225;0.03260242761377268;0.2588529109954834;0.0005465538084390254;10;log2;2;2;500;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500};0.9995995242451483;0.9995851941210617;0.9997114424450492;0.9996474571307303;0.9997118238704858;0.9996510883624952;5.3564003412367974e-05;196
173;22.35483694076538;0.08199812271023506;0.26794281005859377;0.01721356026327221;10;sqrt;2;2;500;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500};0.9995995242451483;0.9995851941210617;0.9997114424450492;0.9996474571307303;0.9997118238704858;0.9996510883624952;5.3564003412367974e-05;196
206;22.36557059288025;0.07284658085126389;0.2577821254730225;0.0016430586001707072;10;log2;2;10;500;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500};0.9996214077459343;0.9995956435916521;0.9997184598890829;0.9996440421668539;0.9996643088232842;0.9996487724433616;4.169315593081582e-05;198
179;22.601445817947386;0.20137923329231355;0.2603296756744385;0.000669858888094281;10;sqrt;2;10;500;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500};0.9996214077459343;0.9995956435916521;0.9997184598890829;0.9996440421668539;0.9996643088232842;0.9996487724433616;4.169315593081582e-05;198
203;22.390635538101197;0.03472369562458858;0.263437557220459;0.007301787601078644;10;log2;2;5;500;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500};0.9995913491677002;0.9995929705172795;0.9996981099475688;0.9996501781104624;0.9997080773197513;0.9996481370125524;4.972424411811013e-05;200
176;22.759546852111818;0.19120900900417512;0.2608590602874756;0.0020455078074320685;10;sqrt;2;5;500;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500};0.9995913491677002;0.9995929705172795;0.9996981099475688;0.9996501781104624;0.9997080773197513;0.9996481370125524;4.972424411811013e-05;200
190;8.958662843704223;0.03971820470428604;0.10594415664672852;0.0003554667342233291;10;log2;1;2;200;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200};0.9995448447579957;0.9996007827998598;0.9996383425701953;0.9996526154304436;0.9996697886679531;0.9996212748452894;4.4471592439075176e-05;202
163;8.891783857345581;0.026515118773003672;0.10597829818725586;0.0007980411896931479;10;sqrt;1;2;200;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200};0.9995448447579957;0.9996007827998598;0.9996383425701953;0.9996526154304436;0.9996697886679531;0.9996212748452894;4.4471592439075176e-05;202
196;8.935140943527221;0.028358601356692263;0.10511317253112792;0.00048750347911858126;10;log2;1;10;200;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200};0.9995926862673152;0.9995404682418109;0.9996157861916455;0.9996791761694792;0.9996638257807955;0.9996183885302093;4.999726123861755e-05;204
169;9.024257898330688;0.052993985681043354;0.10651073455810547;0.000690281855484464;10;sqrt;1;10;200;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200};0.9995926862673152;0.9995404682418109;0.9996157861916455;0.9996791761694792;0.9996638257807955;0.9996183885302093;4.999726123861755e-05;204
215;22.316709423065184;0.05638918344187083;0.2614312648773193;0.0074306320856893215;10;log2;4;10;500;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500};0.999578477702241;0.9995467916188078;0.9997023407010805;0.999601610550377;0.9996615699195507;0.9996181580984114;5.641422941774657e-05;206
188;22.277860403060913;0.06504155835791077;0.25703773498535154;0.001849528211717951;10;sqrt;4;10;500;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500};0.999578477702241;0.9995467916188078;0.9997023407010805;0.999601610550377;0.9996615699195507;0.9996181580984114;5.641422941774657e-05;206
212;22.2758846282959;0.04633223365881644;0.25717911720275877;0.0014055497641921775;10;log2;4;5;500;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500};0.9995686055354602;0.9995379711824977;0.9997053956828652;0.9995946061116832;0.9996797537545878;0.9996172664534188;6.456088584400358e-05;208
182;22.25017156600952;0.06617964555444666;0.25812253952026365;0.0012805041867550075;10;sqrt;4;2;500;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500};0.9995686055354602;0.9995379711824977;0.9997053956828652;0.9995946061116832;0.9996797537545878;0.9996172664534188;6.456088584400358e-05;208
209;22.29900884628296;0.027428736141776655;0.26315808296203613;0.00787061881554717;10;log2;4;2;500;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500};0.9995686055354602;0.9995379711824977;0.9997053956828652;0.9995946061116832;0.9996797537545878;0.9996172664534188;6.456088584400358e-05;208
185;22.26047019958496;0.041773509988991035;0.26064453125;0.005431848454971008;10;sqrt;4;5;500;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500};0.9995686055354602;0.9995379711824977;0.9997053956828652;0.9995946061116832;0.9996797537545878;0.9996172664534188;6.456088584400358e-05;208
193;8.978247261047363;0.025656542502449583;0.10525674819946289;0.0005109599826627374;10;log2;1;5;200;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200};0.99952215655604;0.9995439447908152;0.9996286066533927;0.9996948065064373;0.9996733643911525;0.9996125757795676;6.870223468852987e-05;212
166;8.95401873588562;0.05303765537618029;0.10916676521301269;0.003702234486031341;10;sqrt;1;5;200;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200};0.99952215655604;0.9995439447908152;0.9996286066533927;0.9996948065064373;0.9996733643911525;0.9996125757795676;6.870223468852987e-05;212
172;9.033746528625489;0.06484849847513893;0.1089097499847412;0.0024407587021504982;10;sqrt;2;2;200;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200};0.9995425216277459;0.9995305681498369;0.9996311679198263;0.9996866408774197;0.9996551052110342;0.9996092007571725;6.199345220388335e-05;214
199;8.95071439743042;0.03744492619127955;0.10527496337890625;0.0004848229325238332;10;log2;2;2;200;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200};0.9995425216277459;0.9995305681498369;0.9996311679198263;0.9996866408774197;0.9996551052110342;0.9996092007571725;6.199345220388335e-05;214
178;9.300445175170898;0.20075657692030632;0.10751123428344726;0.000698333958684856;10;sqrt;2;10;200;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200};0.999576275525137;0.9995032253928563;0.9996065543388236;0.9996658341001154;0.9996414151419961;0.9995986608997857;5.65888883623089e-05;216
205;8.954061651229859;0.01901559273222855;0.10585684776306152;0.0017044783664045473;10;log2;2;10;200;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200};0.999576275525137;0.9995032253928563;0.9996065543388236;0.9996658341001154;0.9996414151419961;0.9995986608997857;5.65888883623089e-05;216
175;8.99380259513855;0.10975814005658521;0.10657920837402343;0.001983043200693867;10;sqrt;2;5;200;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200};0.9995133832547792;0.9995011198825324;0.9996165765650015;0.9996859119985856;0.9996556229912488;0.9995945229384295;7.467170592598418e-05;218
202;8.938770723342895;0.02178164719600682;0.10520892143249512;0.0005128864419197219;10;log2;2;5;200;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200};0.9995133832547792;0.9995011198825324;0.9996165765650015;0.9996859119985856;0.9996556229912488;0.9995945229384295;7.467170592598418e-05;218
168;4.556215286254883;0.04177716024924225;0.05562214851379395;0.00045333694825558016;10;sqrt;1;10;100;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.9995386824672617;0.9995779348884694;0.9995452319714386;0.9995842435547196;0.9996115186760924;0.9995715223115964;2.6729375986685096e-05;220
195;4.495591735839843;0.010473663653776942;0.05432214736938477;0.0003518309487702247;10;log2;1;10;100;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.9995386824672617;0.9995779348884694;0.9995452319714386;0.9995842435547196;0.9996115186760924;0.9995715223115964;2.6729375986685096e-05;220
214;8.92875828742981;0.02563080825081462;0.10642619132995605;0.0021109980242710403;10;log2;4;10;200;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};0.9995079832673258;0.9994606622532349;0.9995999278370366;0.9996249148811637;0.9996578193868066;0.9995702615251135;7.40594900391839e-05;222
187;8.898854637145996;0.03203291389588533;0.1057319164276123;0.0007725838951103334;10;sqrt;4;10;200;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};0.9995079832673258;0.9994606622532349;0.9995999278370366;0.9996249148811637;0.9996578193868066;0.9995702615251135;7.40594900391839e-05;222
198;4.484401273727417;0.014421852073711328;0.053983306884765624;0.00020295371428107655;10;log2;2;2;100;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100};0.9994740370253804;0.9995736071505643;0.9995680240874381;0.9996251108562396;0.9996097120370254;0.9995700982313295;5.2611809276415346e-05;224
171;4.498531913757324;0.019528717270282585;0.05500450134277344;0.000800606913332079;10;sqrt;2;2;100;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100};0.9994740370253804;0.9995736071505643;0.9995680240874381;0.9996251108562396;0.9996097120370254;0.9995700982313295;5.2611809276415346e-05;224
162;4.440470552444458;0.013628683170654297;0.05490894317626953;0.0003645578465784902;10;sqrt;1;2;100;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.9994628859858297;0.9996260562634229;0.9995989780724462;0.9995500513860865;0.9996060162724089;0.9995687975960388;5.855482146193007e-05;226
189;4.481167650222778;0.020092815101977107;0.05429434776306152;0.0003612455180683009;10;log2;1;2;100;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.9994628859858297;0.9996260562634229;0.9995989780724462;0.9995500513860865;0.9996060162724089;0.9995687975960388;5.855482146193007e-05;226
184;8.917679786682129;0.03867774110579629;0.10567493438720703;0.0005138280572678854;10;sqrt;4;5;200;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200};0.9994627990245386;0.9994621956114623;0.999607778453399;0.9996153789580605;0.9996552870025676;0.9995606878100055;8.178090865016675e-05;228
211;8.928686571121215;0.01770424268044516;0.10772995948791504;0.00186516358080448;10;log2;4;5;200;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200};0.9994627990245386;0.9994621956114623;0.999607778453399;0.9996153789580605;0.9996552870025676;0.9995606878100055;8.178090865016675e-05;228
181;8.937704038619994;0.0222064855868139;0.10607185363769531;0.0010077625074831952;10;sqrt;4;2;200;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200};0.9994627990245386;0.9994621956114623;0.999607778453399;0.9996153789580605;0.9996552870025676;0.9995606878100055;8.178090865016675e-05;228
208;8.916240453720093;0.027132006675776546;0.10870513916015626;0.005012483773629876;10;log2;4;2;200;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200};0.9994627990245386;0.9994621956114623;0.999607778453399;0.9996153789580605;0.9996552870025676;0.9995606878100055;8.178090865016675e-05;228
165;4.465013933181763;0.02180187757722969;0.05449943542480469;0.00023994213635302413;10;sqrt;1;5;100;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.9994202955423445;0.999578168779285;0.9995499259821401;0.999605881365143;0.9996379020773478;0.9995584347492521;7.498067636176849e-05;232
192;4.490706872940064;0.02011515578954417;0.05435867309570312;0.00016905349403702156;10;log2;1;5;100;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.9994202955423445;0.999578168779285;0.9995499259821401;0.999605881365143;0.9996379020773478;0.9995584347492521;7.498067636176849e-05;232
204;4.4861804962158205;0.02192981280416459;0.054111385345458986;0.0002845990345201502;10;log2;2;10;100;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100};0.9995341474816606;0.9995435849132006;0.9995317740772033;0.9995834697392478;0.9995703489580323;0.999552665033869;2.0607918132811753e-05;234
177;4.524714422225952;0.06107768084476045;0.05515036582946777;0.0007100279269831207;10;sqrt;2;10;100;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100};0.9995341474816606;0.9995435849132006;0.9995317740772033;0.9995834697392478;0.9995703489580323;0.999552665033869;2.0607918132811753e-05;234
174;4.490973806381225;0.014474834706969716;0.05547318458557129;0.0010959114350096403;10;sqrt;2;5;100;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100};0.9994236069693132;0.9995185730096541;0.9995391504656694;0.9996097659161962;0.9996115249169845;0.9995405242555636;6.926600581695514e-05;236
201;4.491429615020752;0.024985293107942015;0.05516834259033203;0.0013542666846071535;10;log2;2;5;100;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100};0.9994236069693132;0.9995185730096541;0.9995391504656694;0.9996097659161962;0.9996115249169845;0.9995405242555636;6.926600581695514e-05;236
186;4.476437091827393;0.016569136171466034;0.05455317497253418;0.0005142349869550018;10;sqrt;4;10;100;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100};0.9994247962119124;0.9994982949985735;0.9995306204723734;0.9995162693576924;0.9996272502448447;0.9995194462570793;6.505791626197302e-05;238
